any_academic,assignatura,codi_assignatura,grup,NIA,pla,tipus,curs,semestre,exhaurides,superada,nota_numerica,nota_alfa
2017,CTMat,200280,301,1389611,880,O,2,2,3,S,5.0,AP
2017,Estad,200145,101,1359451,879,B,2,1,3,S,0.0,CO
2017,CTMat,200280,701,1360718,880,O,2,2,3,S,0.0,CO
2017,TeoMM,200149,201,1363727,879,O,2,1,4,S,3.6,SS
2017,EPrFa,200245,901,1363727,879,O,3,2,3,S,5.7,AP
2017,FETF,200151,701,1364312,879,O,2,2,3,S,6.7,AP
2017,Estad,200145,101,1389295,879,B,2,1,3,S,5.8,AP
2017,Estad,200145,701,1389423,879,B,2,1,4,S,4.5,SS
2017,TCEE,200148,701,1389423,879,O,2,1,3,S,5.0,AP
2017,Estad,200145,101,1393275,879,B,2,1,3,S,0.0,CO
2017,DTacO,200277,901,1369522,880,O,2,1,3,S,5.1,AP
2017,Estad,200275,201,1389373,880,B,2,1,3,S,0.0,CO
2017,CTMat,200280,901,1389373,880,O,2,2,4,S,0.0,NV
2017,CTMat,200150,1001,1393264,1278,O,2,2,3,S,6.2,AP
2017,CTMat,200150,401,1396270,879,O,2,2,3,S,6.0,AP
2017,FETF,200151,701,1396270,879,O,2,2,4,S,1.6,SS
2017,Estad,200145,701,1389044,877,B,2,1,3,S,6.3,AP
2017,Etcn-MaqE,200198,701,1306924,877,O,3,1,3,S,6.6,AP
2017,TeoMM,200149,101,1394775,879,O,2,1,3,S,0.0,CO
2017,Estad,200275,901,1400145,880,B,2,1,3,S,5.5,AP
2017,TeoMM,200149,201,1389215,879,O,2,1,3,S,5.4,AP
2017,CTMat,200280,901,1339136,880,O,2,2,3,S,5.0,AP
2017,TCEE,200148,701,1359503,879,O,2,1,3,S,5.6,AP
2017,AEGra,200239,901,1360357,879,O,3,1,4,S,0.0,NV
2017,TeMec,200243,901,1360357,879,O,3,1,3,S,5.5,AP
2017,EPrFa,200245,901,1360357,879,O,3,2,3,S,6.3,AP
2017,Calc,200140,401,2141818,879,B,1,2,3,N,0.0,NV
2017,TCEE,200148,401,2141818,879,O,2,1,3,N,0.0,NV
2017,Fis,200266,801,1402264,880,B,1,1,3,S,7.6,NT
2017,EnPo,200203,801,2141199,877,O,3,2,3,S,0.0,CO
2017,Estad,200145,201,1421252,877,B,2,1,3,S,5.4,AP
2017,Fis,200136,701,1430940,877,B,1,1,3,S,6.3,AP
2017,SPrIn,200158,701,1278714,877,O,3,1,3,S,7.0,NT
2017,Fis,200136,701,1431118,879,B,1,1,3,N,4.0,SS
2017,Mates,200138,401,1431118,879,B,1,1,3,N,1.5,SS
2017,Calc,200140,201,1431118,879,B,1,2,3,N,3.2,SS
2017,Quim,200143,301,1431118,879,B,1,2,3,S,6.0,AP
2017,DEstO,200285,1001,1310769,880,O,3,1,2,S,6.9,AP
2017,MacrE,200286,1001,1310769,880,O,3,1,2,S,5.3,AP
2017,Fis,200136,801,1431120,877,B,1,1,3,N,3.5,SS
2017,Quim,200143,801,1431120,877,B,1,2,3,N,3.8,SS
2017,Mates,200268,701,1456755,880,B,1,1,2,S,5.5,AP
2017,Fis,200266,101,1457881,880,B,1,1,2,S,6.6,AP
2017,Mates,200268,101,1457881,880,B,1,1,3,S,4.5,SS
2017,Calc,200270,301,1457881,880,B,1,2,2,S,6.9,AP
2017,TeoMM,200149,701,1178025,879,O,2,1,4,S,0.0,CO
2017,Fis,200136,501,1389295,879,B,1,1,4,S,5.6,AP
2017,FETF,200151,1001,1389218,879,O,2,2,1,S,7.0,NT
2017,Etcn-MaqE,200157,701,1244023,878,O,3,1,3,S,0.0,CO
2017,EnPo,200160,801,1244023,878,O,3,2,3,N,0.0,NV
2017,CTMat,200150,401,1360357,879,O,2,2,4,S,5.0,AP
2017,ReMa,200153,401,1360357,879,O,2,2,4,S,5.1,AP
2017,Etcn-MaqE,200198,701,1362718,877,O,3,1,4,S,0.0,NV
2017,CTMat,200280,401,1358955,880,O,2,2,4,S,0.0,CO
2017,TeoMM,200149,201,1271678,879,O,2,1,4,S,0.0,CO
2017,ReMa,200153,401,1271678,879,O,2,2,4,S,5.4,AP
2017,ReMa,200153,701,1311101,877,O,2,2,4,S,5.9,AP
2017,Etcn-MaqE,200198,801,1311101,877,O,3,1,4,S,6.0,AP
2017,EnPo,200203,801,1311101,877,O,3,2,4,N,0.0,NV
2017,CTMat,200280,701,1339132,880,O,2,2,4,S,5.0,AP
2017,Estad,200145,401,1359627,879,B,2,1,4,N,3.6,SS
2017,CTMat,200150,101,1359627,879,O,2,2,4,S,5.0,AP
2017,EGraf,200271,801,1396765,880,B,1,2,4,S,6.8,AP
2017,Mates,200138,801,1396259,879,B,1,1,4,N,1.3,SS
2017,Fis,200136,701,1396884,879,B,1,1,3,S,6.6,AP
2017,TECIn,200247,901,1219245,879,O,3,2,2,S,6.4,AP
2017,Mates,200268,701,1402264,880,B,1,1,4,S,0.0,CO
2017,Calc,200270,401,1421661,880,B,1,2,3,S,5.0,AP
2017,Mates,200138,801,1421254,877,B,1,1,3,N,0.0,NV
2017,Calc,200140,801,1421254,877,B,1,2,3,N,0.0,NV
2017,Quim,200143,801,1421254,877,B,1,2,3,N,0.0,NV
2017,Calc,200140,801,1423835,1278,B,1,2,3,N,0.0,NV
2017,Fis,200136,501,1264919,879,B,1,1,3,S,6.1,AP
2017,Fis,200266,101,1421665,880,B,1,1,3,N,3.2,SS
2017,Inf,200267,401,1421665,880,B,1,1,3,S,5.1,AP
2017,Mates,200268,401,1421665,880,B,1,1,3,N,3.1,SS
2017,Calc,200270,401,1421665,880,B,1,2,3,N,0.4,SS
2017,Quim,200273,401,1421665,880,B,1,2,3,N,0.5,SS
2017,Estad,200275,901,1308605,880,B,2,1,3,S,0.0,CO
2017,TeMec,200289,1001,1316101,880,O,3,1,3,S,5.0,AP
2017,Calc,200140,401,1421252,877,B,1,2,3,S,5.0,AP
2017,Quim,200143,301,1421252,877,B,1,2,3,S,5.0,AP
2017,Fis,200266,201,1362270,880,B,1,1,3,S,5.0,AP
2017,Estad,200275,901,1362270,880,B,2,1,3,S,0.0,CO
2017,Calc,200270,401,1421526,880,B,1,2,3,S,0.0,CO
2017,Quim,200273,801,1421795,880,B,1,2,3,S,7.0,NT
2017,Mates,200268,701,1425873,880,B,1,1,4,S,4.5,SS
2017,Quim,200273,401,1425873,880,B,1,2,3,S,6.0,AP
2017,Calc,200140,701,1281472,879,B,1,2,3,S,0.0,CO
2017,CTMat,200280,701,1358555,880,O,2,2,3,S,0.0,CO
2017,TeMec,200289,901,1358555,880,O,3,1,4,S,2.3,SS
2017,AEGra,200239,901,1313266,879,O,3,1,3,S,7.1,NT
2017,EPrFa,200245,901,1313266,879,O,3,2,3,S,6.8,AP
2017,FETF,200151,1001,1104934,877,O,2,2,3,S,7.8,NT
2017,Etcn-MaqE,200198,701,1104934,877,O,3,1,3,S,5.9,AP
2017,CTMat,200150,701,1369720,877,O,2,2,3,S,0.0,CO
2017,TeoMM,200149,701,1401971,879,O,2,1,3,S,7.3,NT
2017,EMedi,200274,801,1421059,880,O,1,2,1,S,7.2,NT
2017,TECIn,200247,901,1330079,879,O,3,2,3,S,0.0,CO
2017,EnDiM,200197,701,1362718,877,O,3,1,3,S,7.2,NT
2017,Etcn-MaqE,200198,701,1362502,877,O,3,1,3,S,6.6,AP
2017,InfIn,200204,701,1362502,877,O,3,2,3,S,0.0,CO
2017,EnPo,200203,801,1331941,877,O,3,2,3,S,8.1,NT
2017,CTMat,200150,1001,2147160,877,O,2,2,4,N,1.8,SS
2017,ReMa,200153,1001,2147160,877,O,2,2,3,S,5.0,AP
2017,Etcn-MaqE,200198,801,2147160,877,O,3,1,3,S,6.1,AP
2017,EnPo,200203,701,2147160,877,O,3,2,4,N,0.7,SS
2017,TECIn,200247,901,1218671,879,O,3,2,3,S,6.2,AP
2017,SPrIn,200158,701,1271678,879,O,3,1,3,S,6.6,AP
2018,Fis,200136,701,1360100,879,B,1,1,3,S,7.5,NT
2018,Mates,200138,701,1360100,879,B,1,1,3,S,5.7,AP
2018,Calc,200140,701,1360100,879,B,1,2,3,S,7.6,NT
2018,EGraf,200141,401,1149420,879,B,1,2,3,S,7.5,NT
2018,Quim,200143,301,1149420,879,B,1,2,3,S,7.8,NT
2018,EMedi,200144,401,1149420,879,O,1,2,2,S,9.1,SB
2018,ReMa,200153,201,1149420,879,O,2,2,3,S,5.4,AP
2018,EnPo,200160,801,1244023,878,O,3,2,3,N,0.0,SS
2018,Etcn-MaqE,200198,701,1362718,877,O,3,1,4,S,5.0,AP
2018,Mates,200268,301,1425873,880,B,1,1,4,S,6.6,AP
2018,TeMec,200289,801,1358555,880,O,3,1,4,S,5.5,AP
2018,Fis,200266,101,1421059,880,B,1,1,2,S,0.9,SS
2018,CTMat,200150,801,2147160,877,O,2,2,4,N,2.5,SS
2018,EnPo,200203,801,2147160,877,O,3,2,4,N,2.9,SS
2018,TeoMM,200149,701,1359716,879,O,2,1,4,S,5.3,AP
2018,TeoMM,200149,801,1363727,879,O,2,1,4,S,5.7,AP
2018,Estad,200145,701,1389423,879,B,2,1,4,S,3.3,SS
2018,CTMat,200280,701,1389373,880,O,2,2,4,S,5.4,AP
2018,FETF,200151,801,1396270,879,O,2,2,4,S,5.9,AP
2018,AEGra,200239,101,1360357,879,O,3,1,4,S,7.8,NT
2018,Mates,200268,201,1457881,880,B,1,1,3,S,0.0,CO
2018,EGraf,200271,301,1457881,880,B,1,2,3,S,6.5,AP
2018,Calc,200140,401,1455321,879,B,1,2,3,S,5.0,AP
2018,Mates,200268,101,1456257,880,B,1,1,3,S,5.9,AP
2018,Mates,200138,701,1457682,877,B,1,1,3,S,0.0,CO
2018,Quim,200143,701,1457682,877,B,1,2,3,S,5.1,AP
2018,Mates,200268,501,1457391,880,B,1,1,3,S,6.4,AP
2018,Calc,200270,801,1457391,880,B,1,2,3,S,5.7,AP
2018,EGraf,200271,401,1459619,880,B,1,2,3,S,0.0,CO
2018,Calc,200270,401,1456081,880,B,1,2,4,S,3.4,SS
2018,EGraf,200271,501,1456081,880,B,1,2,3,S,6.3,AP
2018,Fis,200136,701,1457795,879,B,1,1,2,S,5.6,AP
2018,Mates,200138,801,1457795,879,B,1,1,3,N,0.1,SS
2018,Antr,200139,801,1457795,879,O,1,1,2,S,6.3,AP
2018,Calc,200140,701,1457795,879,B,1,2,2,S,0.0,NV
2018,EMedi,200144,801,1457795,879,O,1,2,2,S,6.6,AP
2018,Mates,200138,501,1456570,877,B,1,1,3,S,7.2,NT
2018,Calc,200140,801,1457630,879,B,1,2,3,S,5.9,AP
2018,EnPo,200160,801,1270566,878,O,3,2,3,S,0.0,CO
2018,Fis,200266,701,1461036,880,B,1,1,3,S,6.5,AP
2018,Mates,200268,501,1461036,880,B,1,1,3,S,5.0,AP
2018,Calc,200270,501,1461036,880,B,1,2,4,S,2.7,SS
2018,Mates,200138,701,1460956,879,B,1,1,3,S,5.6,AP
2018,Calc,200140,801,1460956,879,B,1,2,3,S,0.0,CO
2018,Mates,200268,701,1458125,880,B,1,1,3,S,0.0,CO
2018,EGraf,200271,701,1460859,880,B,1,2,3,S,5.9,AP
2018,EnPo,200203,801,1309934,877,O,3,2,3,S,0.0,CO
2018,Estad,200275,101,1458141,880,B,2,1,3,S,6.5,AP
2018,DTacO,200277,101,1458141,880,O,2,1,3,S,7.7,NT
2018,TElEn,200279,101,1458141,880,O,2,1,3,S,7.8,NT
2018,CTMat,200280,401,1421596,880,O,2,2,3,S,0.0,CO
2018,EPrFa,200245,701,1334573,879,O,3,2,4,S,0.0,NV
2018,TECIn,200247,101,1334573,879,O,3,2,4,S,0.0,NV
2018,TeoMM,200149,401,1424692,1278,O,2,1,3,S,5.5,AP
2018,FETF,200281,801,1389376,880,O,2,2,3,S,0.0,RE
2018,FETF,200281,801,1389376,880,O,2,2,3,S,5.5,AP
2018,Estad,200145,801,1421601,879,B,2,1,3,S,0.0,CO
2018,CTMat,200280,101,1396929,880,O,2,2,3,S,0.0,CO
2018,CTMat,200150,701,1389044,877,O,2,2,3,S,0.0,CO
2018,EnPo,200203,701,1306924,877,O,3,2,4,S,3.3,SS
2018,TeoMM,200149,101,1400141,879,O,2,1,3,S,0.0,CO
2018,MQGA,200292,701,1362270,880,O,3,2,3,S,5.1,AP
2018,FETF,200281,701,1316101,880,O,2,2,4,N,0.0,SS
2018,AEGra,200239,101,1364399,879,O,3,1,3,S,6.9,AP
2018,EnPo,200160,701,1306465,878,O,3,2,3,S,0.0,CO
2018,AEGra,200239,701,1271678,879,O,3,1,3,S,6.3,AP
2018,MecMC,200241,701,1271678,879,O,3,1,3,S,0.0,NV
2018,DisMM,200244,701,1271678,879,O,3,2,4,S,4.1,SS
2018,TECIn,200247,701,1271678,879,O,3,2,4,S,0.0,NV
2018,Estad,200145,401,1395671,1278,B,2,1,3,S,6.3,AP
2018,TeoMM,200149,401,1395671,1278,O,2,1,3,S,5.2,AP
2018,Estad,200145,201,1396270,879,B,2,1,4,S,3.0,SS
2018,SisEn,200154,201,1396270,879,O,2,2,4,S,2.0,SS
2018,Estad,200145,101,1400803,879,B,2,1,3,S,6.1,AP
2018,CTMat,200150,201,1400803,879,O,2,2,3,S,0.0,CO
2018,TeoMM,200149,801,1421940,878,O,2,1,3,S,5.0,AP
2018,Estad,200145,701,1281472,879,B,2,1,3,N,4.7,SS
2018,MecMC,200241,701,1393275,879,O,3,1,3,S,7.4,NT
2018,MMTer,200246,701,1393275,879,O,3,2,3,S,5.5,AP
2018,Estad,200145,101,1389215,879,B,2,1,3,S,5.7,AP
2018,DTacO,200277,701,1389373,880,O,2,1,3,S,6.1,AP
2018,TElEn,200279,401,1389373,880,O,2,1,3,S,7.2,NT
2018,TIC,200284,801,1389373,880,O,2,2,3,S,5.7,AP
2018,ReMa,200153,801,1393276,1278,O,2,2,3,S,0.0,CO
2018,DisMM,200244,101,1393276,1278,O,3,2,3,S,4.6,SS
2018,Estad,200145,801,1423508,1278,B,2,1,3,S,7.1,NT
2018,MecMC,200241,101,1360357,879,O,3,1,3,S,6.0,AP
2018,AEGra,200239,701,1363727,879,O,3,1,3,S,6.8,AP
2018,CTMat,200150,801,1411514,879,O,2,2,3,S,5.5,AP
2018,Estad,200275,801,1421661,880,B,2,1,3,S,7.0,NT
2018,CTMat,200150,701,1428488,879,O,2,2,3,S,5.2,AP
2018,Estad,200275,101,1369522,880,B,2,1,3,S,5.3,AP
2018,Estad,200145,801,1339137,879,B,2,1,4,S,3.2,SS
2018,TCEE,200148,201,1339137,879,O,2,1,4,S,4.8,SS
2018,CTMat,200150,801,1339137,879,O,2,2,4,S,3.8,SS
2018,ReMa,200153,801,1339137,879,O,2,2,3,S,5.7,AP
2018,CTMat,200150,201,1421252,877,O,2,2,3,S,0.0,CO
2018,Estad,200145,701,1421530,879,B,2,1,2,S,6.2,AP
2018,MQG,200287,101,1339132,880,O,3,1,3,S,5.2,AP
2018,TIC,200284,701,1421597,880,O,2,2,2,S,2.5,SS
2018,Inf,200267,301,1354484,880,B,1,1,3,S,5.5,AP
2018,Calc,200270,701,1335686,880,B,1,2,4,S,0.0,NV
2018,EGraf,200271,701,1335686,880,B,1,2,3,S,5.1,AP
2018,FisEl,200272,101,1335686,880,B,1,2,4,N,0.0,NV
2018,Estad,200275,401,1335686,880,B,2,1,3,S,0.0,CO
2018,FETF,200281,701,1335686,880,O,2,2,4,S,0.0,SS
2018,Emp,200265,201,1463194,880,B,1,1,3,S,5.5,AP
2018,EGraf,200271,301,1463194,880,B,1,2,3,S,6.6,AP
2018,Fis,200136,201,1462736,1278,B,1,1,3,S,5.7,AP
2018,Mates,200138,201,1462736,1278,B,1,1,3,S,7.7,NT
2018,Calc,200140,201,1462736,1278,B,1,2,3,S,6.2,AP
2018,Mates,200138,801,1465570,879,B,1,1,3,S,5.1,AP
2018,MecMC,200241,701,1444880,879,O,3,1,3,S,0.0,CO
2018,CTMat,200150,701,1278714,877,O,2,2,4,S,1.0,SS
2018,Etcn-MaqE,200198,701,1278714,877,O,3,1,3,S,5.0,AP
2018,Mates,200138,701,1466322,879,B,1,1,3,S,5.9,AP
2018,EGraf,200271,301,1467409,880,B,1,2,3,S,6.5,AP
2018,Calc,200140,801,1467213,879,B,1,2,3,S,6.2,AP
2018,Calc,200270,101,1467508,880,B,1,2,3,S,0.0,CO
2018,FisEl,200142,101,1467571,879,B,1,2,3,S,5.6,AP
2018,FisEl,200272,701,1467490,880,B,1,2,2,S,6.3,AP
2018,CTMat,200280,801,1467490,880,O,2,2,3,S,3.1,SS
2018,FETF,200281,801,1467490,880,O,2,2,1,S,5.9,AP
2018,Mates,200138,801,1466339,878,B,1,1,3,N,2.7,SS
2018,Calc,200270,501,1400545,880,B,1,2,4,N,0.0,NV
2018,EGraf,200271,501,1400545,880,B,1,2,4,N,3.1,SS
2018,Estad,200275,801,1400545,880,B,2,1,3,S,0.0,CO
2018,Calc,200270,701,1460859,880,B,1,2,3,S,7.4,NT
2018,CQual,200253,701,1334573,879,P,4,2,3,S,0.0,NV
2018,CAE,200257,701,1334573,879,P,4,2,3,N,0.0,NV
2018,InsEn,200205,701,1393276,1278,O,3,2,1,S,5.4,AP
2018,Quim,200143,701,1457795,879,B,1,2,3,S,2.5,SS
2018,Mates,200138,801,1492447,879,B,1,1,2,S,8.1,NT
2018,Fis,200266,801,1398451,880,B,1,1,2,S,5.5,AP
2018,Mates,200268,301,1398451,880,B,1,1,2,S,5.2,AP
2018,Calc,200270,701,1398451,880,B,1,2,3,N,4.5,SS
2018,Quim,200273,701,1398451,880,B,1,2,2,S,5.1,AP
2018,Fis,200136,301,1493381,879,B,1,1,3,S,4.0,SS
2018,Mates,200138,301,1493381,879,B,1,1,3,S,3.2,SS
2018,Calc,200140,201,1493381,879,B,1,2,3,S,3.8,SS
2018,EGraf,200141,101,1493381,879,B,1,2,3,S,3.1,SS
2018,Quim,200143,301,1493381,879,B,1,2,3,S,3.9,SS
2018,Fis,200136,401,1495430,1278,B,1,1,2,S,7.4,NT
2018,Inf,200137,401,1495430,1278,B,1,1,2,S,5.6,AP
2018,Mates,200138,401,1495430,1278,B,1,1,2,S,8.1,NT
2018,Calc,200140,401,1495430,1278,B,1,2,2,S,8.0,NT
2018,FisEl,200142,401,1495430,1278,B,1,2,2,S,8.6,NT
2018,Quim,200143,401,1495430,1278,B,1,2,2,S,6.8,AP
2018,Calc,200270,201,1494006,880,B,1,2,2,S,6.8,AP
2018,EGraf,200271,201,1494006,880,B,1,2,2,S,6.2,AP
2018,Fis,200136,301,1494627,879,B,1,1,2,S,6.1,AP
2018,Mates,200138,301,1494627,879,B,1,1,2,S,6.1,AP
2018,Calc,200140,701,1494627,879,B,1,2,2,S,6.6,AP
2018,Mates,200268,701,1491013,880,B,1,1,2,S,8.7,NT
2018,Fis,200136,101,1494493,879,B,1,1,2,S,5.3,AP
2018,Mates,200138,201,1494493,879,B,1,1,2,S,6.2,AP
2018,Fis,200266,701,1493783,880,B,1,1,2,S,7.6,NT
2018,Mates,200268,501,1493783,880,B,1,1,2,S,5.7,AP
2018,Mates,200268,701,1494986,880,B,1,1,2,S,6.5,AP
2018,Calc,200270,701,1494986,880,B,1,2,2,N,2.4,SS
2018,Quim,200273,701,1494986,880,B,1,2,2,N,1.5,SS
2018,Mates,200268,701,1493474,880,B,1,1,2,S,7.4,NT
2018,Inf,200137,501,1493683,877,B,1,1,3,N,4.0,SS
2018,Mates,200138,101,1493683,877,B,1,1,3,N,2.6,SS
2018,Calc,200140,401,1493683,877,B,1,2,3,N,2.1,SS
2018,Fis,200136,701,1493760,879,B,1,1,2,N,1.2,SS
2018,Inf,200137,701,1493760,879,B,1,1,2,N,3.8,SS
2018,Mates,200138,701,1493760,879,B,1,1,2,N,2.0,SS
2018,Calc,200140,701,1493760,879,B,1,2,2,N,0.0,NV
2018,FisEl,200142,801,1493760,879,B,1,2,2,N,0.0,NV
2018,Quim,200143,701,1493760,879,B,1,2,2,N,0.0,NV
2018,Inf,200267,801,1493475,880,B,1,1,2,S,5.7,AP
2018,Mates,200268,301,1493475,880,B,1,1,2,S,5.5,AP
2018,Quim,200273,701,1493475,880,B,1,2,2,S,5.5,AP
2018,Mates,200268,501,1492519,880,B,1,1,2,S,7.2,NT
2018,Fis,200266,701,1486389,880,B,1,1,1,S,6.5,AP
2018,Mates,200268,701,1486389,880,B,1,1,2,S,6.3,AP
2018,Calc,200270,701,1486389,880,B,1,2,2,S,6.1,AP
2018,FisEl,200272,801,1486389,880,B,1,2,1,S,7.7,NT
2018,EGraf,200271,701,1493752,880,B,1,2,2,S,6.2,AP
2018,FisEl,200272,301,1493752,880,B,1,2,2,S,6.2,AP
2018,Mates,200138,801,1492915,879,B,1,1,3,S,2.1,SS
2018,Calc,200140,701,1492915,879,B,1,2,2,S,5.4,AP
2018,Fis,200136,301,1493481,879,B,1,1,2,S,6.8,AP
2018,Inf,200137,301,1493481,879,B,1,1,2,S,5.9,AP
2018,Mates,200138,301,1493481,879,B,1,1,2,S,6.3,AP
2018,Calc,200140,201,1493481,879,B,1,2,3,S,4.5,SS
2018,Fis,200266,301,1494728,880,B,1,1,2,S,6.7,AP
2018,Inf,200267,301,1494728,880,B,1,1,2,S,5.8,AP
2018,Mates,200268,301,1494728,880,B,1,1,2,S,6.5,AP
2018,Calc,200270,301,1494728,880,B,1,2,2,S,6.0,AP
2018,EGraf,200271,301,1494728,880,B,1,2,2,S,5.8,AP
2018,FisEl,200272,301,1494728,880,B,1,2,2,S,6.4,AP
2018,Mates,200138,701,1492403,878,B,1,1,2,S,7.9,NT
2018,Mates,200138,301,1493014,879,B,1,1,3,S,4.5,SS
2018,Calc,200140,101,1493014,879,B,1,2,3,S,4.5,SS
2018,EGraf,200141,301,1493014,879,B,1,2,2,S,6.7,AP
2018,FisEl,200142,101,1493014,879,B,1,2,2,S,5.0,AP
2018,TCEE,200148,201,1364326,878,O,2,1,2,S,6.4,AP
2018,TeoMM,200149,201,1364326,878,O,2,1,2,S,8.2,NT
2018,Inf,200267,401,1490865,880,B,1,1,2,S,5.9,AP
2018,EGraf,200271,501,1490865,880,B,1,2,3,S,3.1,SS
2018,FisEl,200272,401,1490865,880,B,1,2,3,S,3.6,SS
2018,Mates,200138,301,1493931,877,B,1,1,3,S,3.1,SS
2018,Calc,200140,201,1493931,877,B,1,2,2,S,5.0,AP
2018,Quim,200143,701,1493931,877,B,1,2,2,S,5.8,AP
2018,Mates,200138,501,1493509,879,B,1,1,2,S,6.0,AP
2018,Calc,200140,201,1493509,879,B,1,2,2,S,5.0,AP
2018,Fis,200136,401,1492782,879,B,1,1,2,S,6.8,AP
2018,Inf,200137,501,1492782,879,B,1,1,2,S,5.6,AP
2018,Mates,200138,301,1492782,879,B,1,1,3,S,4.5,SS
2018,Calc,200140,301,1492782,879,B,1,2,2,S,5.4,AP
2018,FisEl,200142,301,1492782,879,B,1,2,2,S,6.7,AP
2018,Fis,200136,801,1491829,877,B,1,1,2,S,7.2,NT
2018,FETF,200151,201,1491829,877,O,2,2,2,S,6.0,AP
2018,EGraf,200271,801,1490990,880,B,1,2,2,S,5.8,AP
2018,FisEl,200272,801,1490990,880,B,1,2,2,S,6.3,AP
2018,Inf,200137,201,1490711,877,B,1,1,2,S,6.4,AP
2018,EGraf,200141,201,1490711,877,B,1,2,3,S,3.1,SS
2018,Quim,200143,701,1490711,877,B,1,2,2,S,5.1,AP
2018,Fis,200136,301,1490805,879,B,1,1,2,N,4.0,SS
2018,Inf,200137,301,1490805,879,B,1,1,2,S,5.9,AP
2018,Mates,200138,301,1490805,879,B,1,1,2,N,4.5,SS
2018,Calc,200140,301,1490805,879,B,1,2,2,N,0.2,SS
2018,EGraf,200141,301,1490805,879,B,1,2,2,N,3.1,SS
2018,FisEl,200142,301,1490805,879,B,1,2,2,N,2.0,SS
2018,Quim,200143,301,1490805,879,B,1,2,2,N,0.0,NV
2018,Mates,200138,801,1491100,879,B,1,1,2,S,6.8,AP
2018,Mates,200138,101,1491573,1278,B,1,1,2,S,7.2,NT
2018,Fis,200266,801,1491597,880,B,1,1,2,S,7.0,NT
2018,Inf,200267,301,1491597,880,B,1,1,2,S,5.6,AP
2018,Mates,200268,701,1491597,880,B,1,1,2,S,7.5,NT
2018,Quim,200273,401,1491597,880,B,1,2,2,S,5.3,AP
2018,Estad,200145,201,1455208,879,B,2,1,2,N,0.7,SS
2018,AMCI,200146,201,1455208,879,O,2,1,2,N,1.0,SS
2018,TCEE,200148,201,1455208,879,O,2,1,2,N,0.0,NV
2018,TeoMM,200149,101,1455208,879,O,2,1,2,N,0.0,SS
2018,CTMat,200150,401,1455208,879,O,2,2,2,N,0.0,NV
2018,Fis,200266,701,1431438,880,B,1,1,2,S,6.8,AP
2018,Mates,200268,701,1431438,880,B,1,1,2,S,6.2,AP
2018,Estad,200275,701,1431438,880,B,2,1,3,S,4.4,SS
2018,CEiER,200155,701,1219965,878,O,3,1,2,S,5.0,AP
2018,TCEE,200148,701,1466337,879,O,2,1,2,S,6.6,AP
2018,Fis,200266,201,1491799,880,B,1,1,3,S,4.0,SS
2018,Calc,200270,501,1491799,880,B,1,2,3,S,1.4,SS
2018,EGraf,200271,501,1491799,880,B,1,2,3,S,3.1,SS
2018,Quim,200273,501,1491799,880,B,1,2,2,S,5.0,AP
2018,Emp,200265,501,1493966,880,B,1,1,3,S,3.3,SS
2018,Inf,200267,501,1493966,880,B,1,1,3,S,1.2,SS
2018,Antr,200269,501,1493966,880,O,1,1,2,S,5.0,AP
2018,Calc,200270,501,1493966,880,B,1,2,3,S,4.2,SS
2018,EGraf,200271,501,1493966,880,B,1,2,3,S,3.1,SS
2018,EGraf,200141,301,1491238,879,B,1,2,2,S,6.2,AP
2018,TElEn,200279,101,1421392,880,O,2,1,3,S,4.1,SS
2018,Emp,200135,401,1493768,879,B,1,1,2,N,0.0,SS
2018,Inf,200137,401,1493768,879,B,1,1,2,N,1.5,SS
2018,Mates,200138,301,1493768,879,B,1,1,2,N,0.5,SS
2018,Antr,200139,301,1493768,879,O,1,1,2,N,0.0,NV
2018,Calc,200140,301,1493768,879,B,1,2,2,N,0.0,NV
2018,FisEl,200142,301,1493768,879,B,1,2,2,N,0.0,SS
2018,FETF,200281,101,1431348,880,O,2,2,2,S,6.3,AP
2018,Fis,200266,801,1401854,880,B,1,1,4,S,2.2,SS
2018,Mates,200268,801,1401854,880,B,1,1,4,N,1.5,SS
2018,Calc,200270,701,1401854,880,B,1,2,4,N,0.0,NV
2018,EGraf,200271,801,1401854,880,B,1,2,3,S,3.1,SS
2018,Quim,200273,801,1401854,880,B,1,2,3,S,3.3,SS
2018,EtiPr,200278,701,1401854,880,O,2,1,4,S,0.0,NV
2018,CTMat,200280,801,1401854,880,O,2,2,3,S,3.2,SS
2018,Mates,200268,801,1456853,880,B,1,1,4,S,0.8,SS
2018,Mates,200268,401,1493315,880,B,1,1,2,S,5.5,AP
2018,CTMat,200280,101,1493315,880,O,2,2,3,S,0.0,NV
2018,FETF,200281,101,1493315,880,O,2,2,2,S,5.9,AP
2018,OTGP,200283,101,1493315,880,O,2,2,1,S,6.1,AP
2018,TIC,200284,101,1493315,880,O,2,2,1,S,7.3,NT
2018,Fis,200136,501,1496412,879,B,1,1,2,S,6.5,AP
2018,Inf,200137,501,1496412,879,B,1,1,2,S,5.7,AP
2018,Mates,200138,501,1496412,879,B,1,1,2,S,7.6,NT
2018,Calc,200140,501,1496412,879,B,1,2,2,S,5.2,AP
2018,EGraf,200141,501,1496412,879,B,1,2,3,S,3.1,SS
2018,CTMat,200150,401,1400146,878,O,2,2,2,S,5.0,AP
2018,Etcn-MaqE,200157,701,1400146,878,O,3,1,2,S,6.6,AP
